,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
900,52,blue-collar,married,unknown,no,826,yes,no,unknown,15,may,468,2,-1,0,unknown,no
901,36,management,married,tertiary,no,222,yes,no,cellular,6,may,317,1,169,2,failure,no
902,35,technician,married,tertiary,no,188,no,no,cellular,26,aug,286,2,-1,0,unknown,no
903,56,blue-collar,married,secondary,no,2190,no,yes,cellular,30,jan,90,2,232,1,failure,no
904,50,management,married,tertiary,no,1240,no,no,cellular,12,aug,474,2,-1,0,unknown,no
905,47,blue-collar,divorced,primary,no,1279,yes,no,cellular,6,feb,479,2,-1,0,unknown,no
906,25,admin.,single,tertiary,no,220,no,no,cellular,26,may,68,1,-1,0,unknown,no
907,33,blue-collar,married,primary,no,3704,yes,no,unknown,6,jun,447,2,-1,0,unknown,no
908,50,management,married,tertiary,no,112,yes,no,cellular,4,nov,70,5,85,5,other,no
909,50,blue-collar,married,secondary,no,181,yes,no,cellular,17,apr,599,2,-1,0,unknown,no
910,49,management,divorced,tertiary,no,1904,no,yes,cellular,17,nov,131,2,-1,0,unknown,no
911,53,technician,divorced,primary,no,7290,yes,no,unknown,30,may,153,1,-1,0,unknown,no
912,43,blue-collar,married,primary,no,757,yes,no,unknown,9,may,315,4,-1,0,unknown,no
913,42,blue-collar,single,secondary,no,1080,yes,yes,cellular,13,may,951,3,370,4,failure,yes
914,59,management,married,unknown,no,3534,no,no,cellular,21,nov,216,4,-1,0,unknown,no
915,36,technician,divorced,tertiary,no,119,no,no,cellular,23,jul,127,8,-1,0,unknown,no
916,35,entrepreneur,married,tertiary,no,2723,yes,yes,cellular,8,aug,275,4,-1,0,unknown,no
917,35,technician,married,secondary,no,-259,yes,no,cellular,29,jan,381,1,247,2,failure,no
918,28,admin.,single,unknown,no,174,no,no,cellular,28,sep,184,1,-1,0,unknown,no
919,34,blue-collar,married,secondary,no,8309,yes,yes,cellular,19,nov,50,1,-1,0,unknown,no
920,37,entrepreneur,divorced,tertiary,no,66,no,no,cellular,18,nov,1164,2,-1,0,unknown,yes
921,37,entrepreneur,married,tertiary,no,4798,yes,no,unknown,20,may,156,2,-1,0,unknown,no
922,57,housemaid,married,tertiary,no,3,no,no,cellular,4,aug,142,2,-1,0,unknown,no
923,57,admin.,married,secondary,no,808,no,no,cellular,14,jul,417,3,-1,0,unknown,no
924,48,management,married,tertiary,no,998,yes,no,cellular,29,jan,121,3,-1,0,unknown,no
925,49,services,married,secondary,no,1114,no,no,cellular,17,nov,283,1,-1,0,unknown,no
926,30,technician,single,tertiary,no,-970,no,yes,cellular,21,aug,194,2,-1,0,unknown,no
927,28,technician,single,secondary,no,3,no,no,telephone,18,may,40,8,349,6,failure,no
928,44,management,married,tertiary,no,724,yes,no,cellular,17,nov,157,2,172,1,failure,no
929,47,management,married,tertiary,no,0,no,no,cellular,27,oct,508,1,-1,0,unknown,yes
930,45,admin.,married,unknown,no,1783,no,no,unknown,20,jun,11,11,-1,0,unknown,no
931,35,services,divorced,secondary,no,67,yes,no,cellular,5,may,192,2,-1,0,unknown,no
932,36,admin.,married,secondary,no,-423,yes,yes,unknown,13,may,106,1,-1,0,unknown,no
933,55,management,married,tertiary,no,0,yes,no,unknown,14,may,159,2,-1,0,unknown,no
934,35,blue-collar,single,secondary,no,0,yes,no,cellular,16,apr,1174,1,345,4,other,yes
935,59,retired,married,tertiary,no,9676,no,no,telephone,27,mar,234,2,-1,0,unknown,yes
936,33,blue-collar,married,secondary,no,139,yes,yes,cellular,18,may,732,2,291,5,failure,yes
937,36,management,single,tertiary,no,490,no,no,cellular,28,aug,207,8,98,1,failure,yes
938,36,technician,divorced,secondary,no,487,no,yes,cellular,11,aug,268,3,-1,0,unknown,no
939,31,management,married,tertiary,yes,-253,no,no,cellular,12,aug,220,4,-1,0,unknown,no
940,30,entrepreneur,single,secondary,no,638,no,no,cellular,14,jul,358,6,-1,0,unknown,no
941,34,services,divorced,secondary,no,991,yes,no,cellular,6,may,89,1,344,1,failure,no
942,31,services,single,secondary,no,864,yes,no,cellular,6,may,100,1,-1,0,unknown,no
943,36,admin.,married,secondary,no,4280,no,no,unknown,19,jun,227,6,-1,0,unknown,no
944,38,admin.,married,secondary,no,1852,yes,no,cellular,15,may,298,2,-1,0,unknown,no
945,27,services,married,secondary,no,54,yes,no,cellular,18,may,97,1,370,1,failure,no
946,31,blue-collar,married,primary,no,620,no,no,cellular,30,mar,95,1,-1,0,unknown,no
947,50,technician,single,secondary,no,246,yes,no,cellular,17,nov,270,1,123,2,failure,no
948,59,management,married,secondary,no,42,no,no,cellular,21,nov,40,1,-1,0,unknown,no
949,35,blue-collar,married,secondary,no,6411,yes,yes,cellular,30,jan,144,1,266,2,failure,no
950,45,technician,single,secondary,no,410,yes,no,unknown,30,may,891,4,-1,0,unknown,yes
951,45,technician,married,secondary,no,1477,yes,no,cellular,8,jul,355,1,-1,0,unknown,no
952,64,retired,married,tertiary,no,846,no,no,cellular,11,feb,671,1,181,3,failure,yes
953,48,blue-collar,married,secondary,no,741,yes,no,cellular,16,apr,227,1,-1,0,unknown,no
954,24,blue-collar,married,secondary,no,9,yes,no,unknown,27,may,292,7,-1,0,unknown,no
955,29,admin.,single,secondary,no,3432,yes,no,cellular,17,apr,139,2,-1,0,unknown,no
956,52,technician,married,secondary,no,11,yes,no,unknown,13,may,420,1,-1,0,unknown,no
957,53,entrepreneur,married,tertiary,no,2289,yes,yes,cellular,17,nov,183,1,-1,0,unknown,no
958,35,blue-collar,single,primary,no,293,yes,no,unknown,30,may,521,2,-1,0,unknown,no
959,54,management,married,primary,no,1691,yes,no,cellular,20,nov,186,1,-1,0,unknown,no
960,38,housemaid,married,primary,no,21,no,no,cellular,26,aug,634,2,-1,0,unknown,no
961,32,admin.,married,secondary,no,3540,yes,no,cellular,18,may,213,1,178,1,failure,no
962,46,management,divorced,tertiary,no,743,no,no,unknown,5,jun,36,2,-1,0,unknown,no
963,47,services,divorced,secondary,no,4906,yes,no,unknown,14,may,389,1,-1,0,unknown,no
964,39,technician,single,secondary,no,102,yes,no,cellular,14,aug,272,2,-1,0,unknown,no
965,49,admin.,married,secondary,no,635,no,no,cellular,25,aug,220,3,-1,0,unknown,no
966,54,retired,divorced,tertiary,no,6102,yes,yes,unknown,21,may,86,6,-1,0,unknown,no
967,30,unemployed,married,secondary,no,1210,no,no,cellular,9,jul,100,4,-1,0,unknown,no
968,34,admin.,single,secondary,no,10,no,yes,cellular,18,nov,162,1,173,3,failure,no
969,33,entrepreneur,married,primary,no,82,yes,no,cellular,18,nov,63,2,-1,0,unknown,no
970,59,blue-collar,divorced,secondary,no,3573,no,no,cellular,15,may,44,1,-1,0,unknown,no
971,57,blue-collar,married,secondary,no,1521,yes,yes,cellular,18,may,102,2,178,5,failure,no
972,28,student,single,secondary,no,459,no,no,cellular,16,mar,83,13,-1,0,unknown,no
973,41,self-employed,married,secondary,no,28,yes,no,cellular,11,may,49,1,-1,0,unknown,no
974,31,admin.,single,secondary,no,757,no,no,cellular,3,feb,343,2,-1,0,unknown,no
975,49,services,married,secondary,no,320,no,no,telephone,9,feb,1971,4,-1,0,unknown,yes
976,31,blue-collar,single,secondary,no,16,no,no,cellular,7,jul,387,1,-1,0,unknown,no
977,30,technician,single,secondary,no,4787,yes,no,cellular,18,nov,266,1,167,2,failure,no
978,36,admin.,married,secondary,no,957,yes,no,unknown,21,may,206,1,-1,0,unknown,no
979,53,technician,divorced,secondary,no,320,no,no,cellular,9,jul,175,1,-1,0,unknown,no
980,45,blue-collar,married,secondary,no,4365,no,yes,cellular,9,feb,45,2,-1,0,unknown,no
981,31,admin.,single,secondary,no,-407,no,yes,cellular,7,jul,230,1,-1,0,unknown,no
982,37,self-employed,single,tertiary,no,556,no,no,unknown,17,jun,200,2,-1,0,unknown,no
983,36,blue-collar,divorced,primary,no,117,yes,no,unknown,2,jun,123,4,-1,0,unknown,no
984,38,management,married,tertiary,no,3436,no,no,cellular,21,nov,663,4,-1,0,unknown,yes
985,29,services,married,secondary,no,308,yes,no,unknown,28,may,75,1,-1,0,unknown,no
986,36,admin.,married,secondary,no,725,yes,no,cellular,27,feb,123,3,99,8,failure,no
987,32,blue-collar,married,secondary,no,9,yes,no,cellular,17,apr,334,2,-1,0,unknown,no
988,31,blue-collar,divorced,secondary,no,6,yes,no,cellular,29,jan,821,1,-1,0,unknown,no
989,40,unemployed,divorced,secondary,no,507,yes,no,cellular,2,feb,134,1,266,7,failure,no
990,36,services,divorced,secondary,no,1594,no,no,unknown,6,jun,250,3,-1,0,unknown,no
991,24,unemployed,single,secondary,no,119,no,no,unknown,15,sep,51,1,-1,0,unknown,no
992,31,blue-collar,married,secondary,no,1495,yes,yes,unknown,23,may,159,3,-1,0,unknown,no
993,38,blue-collar,married,secondary,no,213,yes,no,unknown,16,jun,270,15,-1,0,unknown,no
994,25,blue-collar,single,secondary,no,-350,yes,no,unknown,23,jun,95,3,-1,0,unknown,no
995,46,management,divorced,secondary,no,558,no,no,cellular,19,aug,126,6,-1,0,unknown,no
996,47,technician,married,tertiary,no,2408,no,no,cellular,12,aug,236,1,104,1,success,no
997,35,management,single,tertiary,no,633,yes,no,cellular,17,apr,128,3,-1,0,unknown,no
998,34,admin.,married,secondary,no,2374,yes,no,cellular,9,nov,161,1,209,2,failure,yes
999,38,technician,married,secondary,no,7696,yes,no,cellular,20,nov,386,2,-1,0,unknown,no
1000,37,technician,single,secondary,no,267,no,no,cellular,13,may,121,1,-1,0,unknown,no
1001,31,management,married,secondary,no,1368,yes,no,cellular,12,aug,129,4,-1,0,unknown,no
1002,29,self-employed,married,tertiary,no,1,no,no,cellular,18,jul,167,3,-1,0,unknown,no
1003,32,technician,single,tertiary,no,5514,no,no,cellular,22,apr,319,1,182,1,success,yes
1004,38,entrepreneur,married,secondary,yes,15,yes,no,cellular,10,jul,121,1,-1,0,unknown,no
1005,32,services,single,secondary,no,0,no,yes,cellular,11,jul,333,2,-1,0,unknown,no
1006,37,entrepreneur,married,tertiary,no,310,no,no,cellular,1,sep,76,1,-1,0,unknown,no
1007,40,blue-collar,married,primary,no,1397,yes,no,telephone,12,may,58,2,334,1,failure,no
1008,47,admin.,divorced,secondary,no,225,no,no,cellular,28,aug,1126,4,-1,0,unknown,yes
1009,33,management,married,secondary,no,3132,yes,no,unknown,23,may,350,5,-1,0,unknown,no
1010,26,admin.,single,secondary,no,3529,no,yes,cellular,7,sep,57,2,-1,0,unknown,no
1011,50,blue-collar,divorced,primary,no,388,no,no,cellular,5,feb,701,1,-1,0,unknown,no
1012,36,housemaid,married,secondary,no,419,yes,no,unknown,30,may,251,1,-1,0,unknown,no
1013,32,technician,single,secondary,no,493,no,no,cellular,13,aug,289,2,-1,0,unknown,no
1014,21,student,single,secondary,no,6,no,no,unknown,9,may,622,1,-1,0,unknown,no
1015,38,management,single,tertiary,no,1373,no,no,cellular,22,oct,119,4,-1,0,unknown,no
1016,35,self-employed,married,tertiary,no,8647,no,no,cellular,19,nov,140,2,-1,0,unknown,no
1017,33,technician,married,secondary,no,133,no,no,cellular,4,may,218,1,-1,0,unknown,yes
1018,32,self-employed,single,secondary,no,1259,no,no,cellular,25,jul,184,2,-1,0,unknown,no
1019,49,blue-collar,married,tertiary,no,1784,no,no,unknown,12,jun,753,1,-1,0,unknown,no
1020,34,blue-collar,single,secondary,no,1239,yes,no,cellular,18,jul,90,1,-1,0,unknown,no
1021,43,services,single,secondary,no,3403,yes,no,cellular,12,nov,707,2,97,2,success,yes
1022,28,admin.,single,secondary,no,189,yes,no,cellular,31,jul,68,2,-1,0,unknown,no
1023,32,admin.,married,secondary,no,0,no,no,cellular,30,jan,119,3,-1,0,unknown,no
1024,34,admin.,divorced,secondary,no,479,yes,no,cellular,12,may,515,1,350,5,failure,yes
1025,35,admin.,divorced,secondary,no,3636,no,yes,cellular,21,nov,808,2,-1,0,unknown,yes
1026,45,blue-collar,married,primary,no,907,no,no,cellular,18,aug,230,8,-1,0,unknown,no
1027,30,services,single,secondary,no,334,no,no,cellular,29,jan,389,2,-1,0,unknown,no
1028,30,services,single,tertiary,no,3516,yes,no,unknown,29,may,447,4,-1,0,unknown,no
1029,34,blue-collar,married,secondary,no,103,yes,yes,unknown,8,may,956,2,-1,0,unknown,no
1030,34,services,married,secondary,no,-315,yes,no,unknown,8,may,56,2,-1,0,unknown,no
1031,54,management,married,tertiary,no,55,yes,no,cellular,2,jun,112,2,-1,0,unknown,no
1032,39,self-employed,married,secondary,no,31,yes,no,cellular,20,nov,61,2,181,4,failure,no
1033,28,admin.,single,secondary,no,89,yes,yes,cellular,6,feb,172,2,-1,0,unknown,no
1034,41,management,married,tertiary,no,666,yes,no,unknown,21,may,253,3,-1,0,unknown,no
1035,52,technician,divorced,secondary,no,280,no,no,cellular,14,jul,393,5,-1,0,unknown,no
1036,39,blue-collar,married,primary,no,2303,yes,no,unknown,17,jun,775,3,-1,0,unknown,yes
1037,54,retired,married,secondary,no,153,yes,yes,unknown,26,may,74,1,-1,0,unknown,no
1038,46,technician,married,secondary,no,-337,yes,no,unknown,27,may,112,1,-1,0,unknown,no
1039,32,management,single,tertiary,no,473,yes,no,cellular,11,may,72,2,361,1,other,no
1040,43,entrepreneur,married,secondary,no,104,yes,no,cellular,18,jul,635,3,-1,0,unknown,yes
1041,51,blue-collar,divorced,primary,no,837,no,no,telephone,30,jul,41,2,-1,0,unknown,no
1042,29,management,married,tertiary,no,20,yes,no,cellular,12,may,418,1,-1,0,unknown,no
1043,39,management,single,tertiary,no,816,yes,no,cellular,27,aug,37,3,-1,0,unknown,no
1044,59,housemaid,married,secondary,no,0,no,no,telephone,3,feb,722,1,99,4,failure,no
1045,46,admin.,married,secondary,no,368,no,no,cellular,20,aug,293,1,90,4,other,yes
1046,45,blue-collar,married,secondary,no,192,yes,no,cellular,13,may,154,5,176,1,other,no
1047,35,technician,married,secondary,no,0,no,no,cellular,27,aug,106,4,-1,0,unknown,no
1048,37,technician,married,secondary,no,430,no,no,cellular,27,aug,154,4,-1,0,unknown,no
1049,36,management,married,tertiary,no,254,no,no,unknown,6,jun,161,3,-1,0,unknown,no
1050,48,housemaid,married,primary,no,7195,no,no,cellular,21,nov,609,2,-1,0,unknown,yes
1051,42,blue-collar,married,primary,no,2111,yes,no,cellular,7,may,86,2,-1,0,unknown,no
1052,55,blue-collar,single,primary,no,1187,yes,no,unknown,2,jun,193,2,-1,0,unknown,no
1053,53,blue-collar,married,primary,no,25,yes,no,unknown,6,may,266,3,-1,0,unknown,no
1054,42,management,married,tertiary,no,484,yes,no,cellular,11,jul,144,2,-1,0,unknown,no
1055,28,technician,single,secondary,no,2034,yes,no,unknown,21,may,196,1,-1,0,unknown,no
1056,58,retired,single,primary,no,6570,no,no,cellular,21,jul,106,3,-1,0,unknown,no
1057,32,blue-collar,married,primary,no,103,no,no,cellular,23,jul,312,1,-1,0,unknown,no
1058,45,services,married,secondary,no,1343,no,yes,cellular,8,jul,220,1,-1,0,unknown,no
1059,39,management,married,tertiary,no,691,yes,yes,cellular,16,apr,517,1,255,1,failure,no
1060,29,blue-collar,single,primary,no,950,yes,no,unknown,4,jun,135,3,-1,0,unknown,no
1061,54,management,divorced,tertiary,no,2171,yes,yes,telephone,18,nov,1034,1,-1,0,unknown,yes
1062,30,management,married,tertiary,no,0,yes,no,cellular,9,jul,127,1,-1,0,unknown,no
1063,38,blue-collar,married,primary,no,1679,yes,no,unknown,20,jun,21,18,-1,0,unknown,no
1064,36,technician,married,tertiary,no,60,no,no,cellular,19,aug,209,2,-1,0,unknown,no
1065,32,technician,single,secondary,no,0,no,no,cellular,18,aug,594,4,-1,0,unknown,yes
1066,51,services,married,unknown,no,5801,yes,no,unknown,29,may,147,2,-1,0,unknown,no
1067,36,management,married,tertiary,no,1133,yes,no,cellular,4,aug,293,1,181,2,other,yes
1068,54,retired,married,secondary,no,3671,no,no,unknown,11,jun,67,3,-1,0,unknown,no
1069,35,technician,single,secondary,no,2,no,no,cellular,11,aug,239,4,-1,0,unknown,no
1070,26,blue-collar,married,secondary,no,245,yes,no,unknown,26,may,16,11,-1,0,unknown,no
1071,31,blue-collar,married,primary,no,2,yes,yes,cellular,10,jul,112,1,-1,0,unknown,no
1072,26,blue-collar,single,primary,no,-887,yes,no,cellular,18,may,827,2,-1,0,unknown,yes
1073,31,technician,married,secondary,no,3706,yes,no,cellular,20,nov,129,1,-1,0,unknown,no
1074,46,technician,married,secondary,no,57,no,no,unknown,28,may,796,1,-1,0,unknown,yes
1075,36,technician,married,tertiary,no,1109,no,no,cellular,13,aug,328,2,-1,0,unknown,no
1076,47,services,married,secondary,no,3333,yes,yes,cellular,29,jul,114,2,-1,0,unknown,no
1077,63,retired,divorced,secondary,no,1490,no,no,cellular,8,jun,506,1,-1,0,unknown,yes
1078,46,admin.,single,secondary,no,751,yes,no,unknown,13,may,104,2,-1,0,unknown,no
1079,73,retired,married,primary,no,796,no,no,cellular,23,oct,427,1,182,2,failure,yes
1080,49,housemaid,married,primary,no,249,yes,no,cellular,21,nov,450,1,-1,0,unknown,no
1081,32,management,married,tertiary,no,2349,no,no,cellular,14,aug,134,5,-1,0,unknown,no
1082,49,technician,divorced,secondary,no,265,yes,no,unknown,12,may,274,6,-1,0,unknown,no
1083,49,services,married,secondary,no,66,yes,yes,cellular,21,nov,59,4,-1,0,unknown,no
1084,29,services,single,unknown,no,33,no,no,unknown,1,jul,161,1,-1,0,unknown,no
1085,32,technician,single,tertiary,no,705,yes,no,cellular,20,apr,20,4,-1,0,unknown,no
1086,33,technician,single,tertiary,no,137,no,no,cellular,25,aug,88,4,-1,0,unknown,no
1087,40,technician,married,secondary,no,1819,no,no,cellular,5,jun,398,2,-1,0,unknown,no
1088,32,technician,married,secondary,no,5122,no,no,cellular,13,aug,31,1,-1,0,unknown,no
1089,34,self-employed,married,primary,no,712,yes,no,unknown,2,jun,326,3,-1,0,unknown,no
1090,40,self-employed,married,tertiary,no,13669,no,no,cellular,15,oct,138,1,136,8,other,no
1091,54,technician,married,tertiary,no,98,no,no,cellular,8,aug,420,4,-1,0,unknown,no
1092,54,admin.,married,secondary,no,865,yes,no,cellular,17,nov,71,1,-1,0,unknown,no
1093,41,admin.,married,primary,no,-306,yes,no,unknown,15,may,500,1,-1,0,unknown,yes
1094,42,admin.,married,secondary,no,323,yes,yes,unknown,8,may,280,2,-1,0,unknown,no
1095,43,management,divorced,tertiary,no,388,yes,no,unknown,8,may,2087,2,-1,0,unknown,yes
1096,40,technician,married,secondary,no,694,yes,no,cellular,4,feb,97,4,196,5,failure,no
1097,28,student,single,tertiary,no,0,no,no,cellular,28,sep,294,2,105,7,other,yes
1098,41,management,married,tertiary,no,3872,no,no,cellular,15,oct,231,1,-1,0,unknown,no
1099,34,services,divorced,secondary,no,202,yes,no,unknown,15,may,318,1,-1,0,unknown,no
1100,30,management,single,tertiary,no,-218,yes,no,cellular,27,aug,13,15,-1,0,unknown,no
1101,38,management,married,tertiary,no,12877,no,no,unknown,17,jun,118,3,-1,0,unknown,no
1102,32,services,married,secondary,no,4885,yes,yes,cellular,18,nov,400,2,-1,0,unknown,no
1103,31,management,married,tertiary,no,1343,yes,yes,unknown,21,may,85,1,-1,0,unknown,no
1104,51,technician,married,secondary,no,18,no,yes,cellular,25,jul,363,6,-1,0,unknown,no
1105,33,management,single,tertiary,no,1439,yes,no,cellular,3,jun,178,2,-1,0,unknown,no
1106,33,blue-collar,married,primary,no,50,yes,no,cellular,7,may,246,2,-1,0,unknown,no
1107,47,blue-collar,married,secondary,no,3285,no,no,cellular,31,jul,248,5,-1,0,unknown,no
1108,48,management,divorced,secondary,no,1598,yes,no,unknown,29,may,84,1,-1,0,unknown,no
1109,34,management,single,tertiary,no,184,no,no,cellular,22,jul,203,4,-1,0,unknown,no
1110,52,blue-collar,married,secondary,no,-98,yes,no,unknown,7,may,423,1,-1,0,unknown,no
1111,31,management,single,tertiary,no,3283,no,no,cellular,2,feb,258,1,73,1,failure,yes
1112,38,management,married,tertiary,no,46,no,no,cellular,29,aug,70,4,-1,0,unknown,no
1113,32,blue-collar,married,secondary,no,-32,yes,no,cellular,12,may,145,1,-1,0,unknown,no
1114,73,retired,married,secondary,no,19,no,no,cellular,5,nov,509,2,-1,0,unknown,no
1115,25,blue-collar,single,primary,no,-221,yes,no,unknown,23,may,250,1,-1,0,unknown,no
1116,37,technician,single,secondary,no,0,no,no,cellular,4,aug,69,2,-1,0,unknown,no
1117,58,self-employed,divorced,tertiary,no,1382,no,no,unknown,9,jun,700,1,-1,0,unknown,yes
1118,47,technician,married,secondary,no,57,no,no,cellular,5,may,253,1,342,1,success,no
1119,53,technician,married,secondary,no,206,no,no,cellular,26,aug,87,6,-1,0,unknown,no
1120,43,technician,single,tertiary,yes,0,no,no,cellular,29,aug,73,4,-1,0,unknown,no
1121,57,management,married,tertiary,no,0,yes,no,cellular,21,nov,67,1,-1,0,unknown,no
1122,54,blue-collar,married,unknown,no,191,no,no,cellular,4,aug,753,2,-1,0,unknown,no
